ITEM_ID,SIM_SCORE,HOT_LEVEL,CATEGORY,P_ID
"item18079","9","9","3","22012"
"item18080","1","10","4","22013"
"item18081","2","2","0","22014"
"item18082","3","3","1","22015"
"item18083","4","4","2","22016"
"item18084","5","5","3","22017"
"item18085","6","6","4","22018"
"item18086","7","7","0","22019"
"item18087","8","8","1","22020"
"item18088","9","9","2","22021"
"item18089","1","10","3","22022"
"item18090","2","2","4","22023"
"item18091","3","3","0","22024"
"item18092","4","4","1","22025"
"item18093","5","5","2","22026"
"item18094","6","6","3","22027"
"item18095","7","7","4","22028"
"item18096","8","8","0","22029"
"item18097","9","9","1","22030"
"item18098","1","10","2","22031"
"item18099","2","2","3","22032"
"item18100","3","3","4","22033"
"item18101","4","4","0","22034"
"item18102","5","5","1","22035"
"item18103","6","6","2","22036"
"item18104","7","7","3","22037"
"item18105","8","8","4","22038"
"item18106","9","9","0","22039"
"item18107","1","10","1","22040"
"item18108","2","2","2","22041"
"item18109","3","3","3","22042"
"item18110","4","4","4","22043"
"item18111","5","5","0","22044"
"item18112","6","6","1","22045"
"item18113","7","7","2","22046"
"item18114","8","8","3","22047"
"item18115","9","9","4","22048"
"item18116","1","10","0","22049"
"item18117","2","2","1","22050"
"item18118","3","3","2","22051"
"item18119","4","4","3","22052"
"item18120","5","5","4","22053"
"item18121","6","6","0","22054"
"item18122","7","7","1","22055"
"item18123","8","8","2","22056"
"item18124","9","9","3","22057"
"item18125","1","10","4","22058"
"item18126","2","2","0","22059"
"item18127","3","3","1","22060"
"item18128","4","4","2","22061"
"item18129","5","5","3","22062"
"item18130","6","6","4","22063"
"item18131","7","7","0","22064"
"item18132","8","8","1","22065"
"item18133","9","9","2","22066"
"item18134","1","10","3","22067"
"item18135","2","2","4","22068"
"item18136","3","3","0","22069"
"item18137","4","4","1","22070"
"item18138","5","5","2","22071"
"item18139","6","6","3","22072"
"item18140","7","7","4","22073"
"item18141","8","8","0","22074"
"item18142","9","9","1","22075"
"item18143","1","10","2","22076"
"item18144","2","2","3","22077"
"item18145","3","3","4","22078"
"item18146","4","4","0","22079"
"item18147","5","5","1","22080"
"item18148","6","6","2","22081"
"item18149","7","7","3","22082"
"item18150","8","8","4","22083"
"item18151","9","9","0","22084"
"item18152","1","10","1","22085"
"item18153","2","2","2","22086"
"item18154","3","3","3","22087"
"item18155","4","4","4","22088"
"item18156","5","5","0","22089"
"item18157","6","6","1","22090"
"item18158","7","7","2","22091"
"item18159","8","8","3","22092"
"item18160","9","9","4","22093"
"item18161","1","10","0","22094"
"item18162","2","2","1","22095"
"item18163","3","3","2","22096"
"item18164","4","4","3","22097"
"item18165","5","5","4","22098"
"item18166","6","6","0","22099"
"item18167","7","7","1","22100"
"item18168","8","8","2","22101"
"item18169","9","9","3","22102"
"item18170","1","10","4","22103"
"item18171","2","2","0","22104"
"item18172","3","3","1","22105"
"item18173","4","4","2","22106"
"item18174","5","5","3","22107"
"item18175","6","6","4","22108"
"item18176","7","7","0","22109"
"item18177","8","8","1","22110"
"item18178","9","9","2","22111"
"item18179","1","10","3","22112"
"item18180","2","2","4","22113"
"item18181","3","3","0","22114"
"item18182","4","4","1","22115"
"item18183","5","5","2","22116"
"item18184","6","6","3","22117"
"item18185","7","7","4","22118"
"item18186","8","8","0","22119"
"item18187","9","9","1","22120"
"item18188","1","10","2","22121"
"item18189","2","2","3","22122"
"item18190","3","3","4","22123"
"item18191","4","4","0","22124"
"item18192","5","5","1","22125"
"item18193","6","6","2","22126"
"item18194","7","7","3","22127"
"item18195","8","8","4","22128"
"item18196","9","9","0","22129"
"item18197","1","10","1","22130"
"item18198","2","2","2","22131"
"item18199","3","3","3","22132"
"item18200","4","4","4","22133"
"item18201","5","5","0","22134"
"item18202","6","6","1","22135"
"item18203","7","7","2","22136"
"item18204","8","8","3","22137"
"item18205","9","9","4","22138"
"item18206","1","10","0","22139"
"item18207","2","2","1","22140"
"item18208","3","3","2","22141"
"item18209","4","4","3","22142"
"item18210","5","5","4","22143"
"item18211","6","6","0","22144"
"item18212","7","7","1","22145"
"item18213","8","8","2","22146"
"item18214","9","9","3","22147"
"item18215","1","10","4","22148"
"item18216","2","2","0","22149"
"item18217","3","3","1","22150"
"item18218","4","4","2","22151"
"item18219","5","5","3","22152"
"item18220","6","6","4","22153"
"item18221","7","7","0","22154"
"item18222","8","8","1","22155"
"item18223","9","9","2","22156"
"item18224","1","10","3","22157"
"item18225","2","2","4","22158"
"item18226","3","3","0","22159"
"item18227","4","4","1","22160"
"item18228","5","5","2","22161"
"item18229","6","6","3","22162"
"item18230","7","7","4","22163"
"item18231","8","8","0","22164"
"item18232","9","9","1","22165"
"item18233","1","10","2","22166"
"item18234","2","2","3","22167"
"item18235","3","3","4","22168"
"item18236","4","4","0","22169"
"item18237","5","5","1","22170"
"item18238","6","6","2","22171"
"item18239","7","7","3","22172"
"item18240","8","8","4","22173"
"item18241","9","9","0","22174"
"item18242","1","10","1","22175"
"item18243","2","2","2","22176"
"item18244","3","3","3","22177"
"item18245","4","4","4","22178"
"item18246","5","5","0","22179"
"item18247","6","6","1","22180"
"item18248","7","7","2","22181"
"item18249","8","8","3","22182"
"item18250","9","9","4","22183"
"item18251","1","10","0","22184"
"item18252","2","2","1","22185"
"item18253","3","3","2","22186"
"item18254","4","4","3","22187"
"item18255","5","5","4","22188"
"item18256","6","6","0","22189"
"item18257","7","7","1","22190"
"item18258","8","8","2","22191"
"item18259","9","9","3","22192"
"item18260","1","10","4","22193"
"item18261","2","2","0","22194"
"item18262","3","3","1","22195"
"item18263","4","4","2","22196"
"item18264","5","5","3","22197"
"item18265","6","6","4","22198"
"item18266","7","7","0","22199"
"item18267","8","8","1","22200"
"item18268","9","9","2","22201"
"item18269","1","10","3","22202"
"item18270","2","2","4","22203"
"item18271","3","3","0","22204"
"item18272","4","4","1","22205"
"item18273","5","5","2","22206"
"item18274","6","6","3","22207"
"item18275","7","7","4","22208"
"item18276","8","8","0","22209"
"item18277","9","9","1","22210"
"item18278","1","10","2","22211"
"item18279","2","2","3","22212"
"item18280","3","3","4","22213"
"item18281","4","4","0","22214"
"item18282","5","5","1","22215"
"item18283","6","6","2","22216"
"item18284","7","7","3","22217"
"item18285","8","8","4","22218"
"item18286","9","9","0","22219"
"item18287","1","10","1","22220"
"item18288","2","2","2","22221"
"item18289","3","3","3","22222"
"item18290","4","4","4","22223"
"item18291","5","5","0","22224"
"item18292","6","6","1","22225"
"item18293","7","7","2","22226"
"item18294","8","8","3","22227"
"item18295","9","9","4","22228"
"item18296","1","10","0","22229"
"item18297","2","2","1","22230"
"item18298","3","3","2","22231"
"item18299","4","4","3","22232"
"item18300","5","5","4","22233"
"item18301","6","6","0","22234"
"item18302","7","7","1","22235"
"item18303","8","8","2","22236"
"item18304","9","9","3","22237"
"item18305","1","10","4","22238"
"item18306","2","2","0","22239"
"item18307","3","3","1","22240"
"item18308","4","4","2","22241"
"item18309","5","5","3","22242"
"item18310","6","6","4","22243"
"item18311","7","7","0","22244"
"item18312","8","8","1","22245"
"item18313","9","9","2","22246"
"item18314","1","10","3","22247"
"item18315","2","2","4","22248"
"item18316","3","3","0","22249"
"item18317","4","4","1","22250"
"item18318","5","5","2","22251"
"item18319","6","6","3","22252"
"item18320","7","7","4","22253"
"item18321","8","8","0","22254"
"item18322","9","9","1","22255"
"item18323","1","10","2","22256"
"item18324","2","2","3","22257"
"item18325","3","3","4","22258"
"item18326","4","4","0","22259"
"item18327","5","5","1","22260"
"item18328","6","6","2","22261"
"item18329","7","7","3","22262"
"item18330","8","8","4","22263"
"item18331","9","9","0","22264"
"item18332","1","10","1","22265"
"item18333","2","2","2","22266"
"item18334","3","3","3","22267"
"item18335","4","4","4","22268"
"item18336","5","5","0","22269"
"item18337","6","6","1","22270"
"item18338","7","7","2","22271"
"item18339","8","8","3","22272"
"item18340","9","9","4","22273"
"item18341","1","10","0","22274"
"item18342","2","2","1","22275"
"item18343","3","3","2","22276"
"item18344","4","4","3","22277"
"item18345","5","5","4","22278"
"item18346","6","6","0","22279"
"item18347","7","7","1","22280"
"item18348","8","8","2","22281"
"item18349","9","9","3","22282"
"item18350","1","10","4","22283"
"item18351","2","2","0","22284"
"item18352","3","3","1","22285"
"item18353","4","4","2","22286"
"item18354","5","5","3","22287"
"item18355","6","6","4","22288"
"item18356","7","7","0","22289"
"item18357","8","8","1","22290"
"item18358","9","9","2","22291"
"item18359","1","10","3","22292"
"item18360","2","2","4","22293"
"item18361","3","3","0","22294"
"item18362","4","4","1","22295"
"item18363","5","5","2","22296"
"item18364","6","6","3","22297"
"item18365","7","7","4","22298"
"item18366","8","8","0","22299"
"item18367","9","9","1","22300"
"item18368","1","10","2","22301"
"item18369","2","2","3","22302"
"item18370","3","3","4","22303"
"item18371","4","4","0","22304"
"item18372","5","5","1","22305"
"item18373","6","6","2","22306"
"item18374","7","7","3","22307"
"item18375","8","8","4","22308"
"item18376","9","9","0","22309"
"item18377","1","10","1","22310"
"item18378","2","2","2","22311"
"item18379","3","3","3","22312"
"item18380","4","4","4","22313"
"item18381","5","5","0","22314"
"item18382","6","6","1","22315"
"item18383","7","7","2","22316"
"item18384","8","8","3","22317"
"item18385","9","9","4","22318"
"item18386","1","10","0","22319"
"item18387","2","2","1","22320"
"item18388","3","3","2","22321"
"item18389","4","4","3","22322"
"item18390","5","5","4","22323"
"item18391","6","6","0","22324"
"item18392","7","7","1","22325"
"item18393","8","8","2","22326"
"item18394","9","9","3","22327"
"item18395","1","10","4","22328"
"item18396","2","2","0","22329"
"item18397","3","3","1","22330"
"item18398","4","4","2","22331"
"item18399","5","5","3","22332"
"item18400","6","6","4","22333"
"item18401","7","7","0","22334"
"item18402","8","8","1","22335"
"item18403","9","9","2","22336"
"item18404","1","10","3","22337"
"item18405","2","2","4","22338"
"item18406","3","3","0","22339"
"item18407","4","4","1","22340"
"item18408","5","5","2","22341"
"item18409","6","6","3","22342"
"item18410","7","7","4","22343"
"item18411","8","8","0","22344"
"item18412","9","9","1","22345"
"item18413","1","10","2","22346"
"item18414","2","2","3","22347"
"item18415","3","3","4","22348"
"item18416","4","4","0","22349"
"item18417","5","5","1","22350"
"item18418","6","6","2","22351"
"item18419","7","7","3","22352"
"item18420","8","8","4","22353"
"item18421","9","9","0","22354"
"item18422","1","10","1","22355"
"item18423","2","2","2","22356"
"item18424","3","3","3","22357"
"item18425","4","4","4","22358"
"item18426","5","5","0","22359"
"item18427","6","6","1","22360"
"item18428","7","7","2","22361"
"item18429","8","8","3","22362"
"item18430","9","9","4","22363"
"item18431","1","10","0","22364"
"item18432","2","2","1","22365"
"item18433","3","3","2","22366"
"item18434","4","4","3","22367"
"item18435","5","5","4","22368"
"item18436","6","6","0","22369"
"item18437","7","7","1","22370"
"item18438","8","8","2","22371"
"item18439","9","9","3","22372"
"item18440","1","10","4","22373"
"item18441","2","2","0","22374"
"item18442","3","3","1","22375"
"item18443","4","4","2","22376"
"item18444","5","5","3","22377"
"item18445","6","6","4","22378"
"item18446","7","7","0","22379"
"item18447","8","8","1","22380"
"item18448","9","9","2","22381"
"item18449","1","10","3","22382"
"item18450","2","2","4","22383"
"item18451","3","3","0","22384"
"item18452","4","4","1","22385"
"item18453","5","5","2","22386"
"item18454","6","6","3","22387"
"item18455","7","7","4","22388"
"item18456","8","8","0","22389"
"item18457","9","9","1","22390"
"item18458","1","10","2","22391"
"item18459","2","2","3","22392"
"item18460","3","3","4","22393"
"item18461","4","4","0","22394"
"item18462","5","5","1","22395"
"item18463","6","6","2","22396"
"item18464","7","7","3","22397"
"item18465","8","8","4","22398"
"item18466","9","9","0","22399"
"item18467","1","10","1","22400"
"item18468","2","2","2","22401"
"item18469","3","3","3","22402"
"item18470","4","4","4","22403"
"item18471","5","5","0","22404"
"item18472","6","6","1","22405"
"item18473","7","7","2","22406"
"item18474","8","8","3","22407"
"item18475","9","9","4","22408"
"item18476","1","10","0","22409"
"item18477","2","2","1","22410"
"item18478","3","3","2","22411"
"item18479","4","4","3","22412"
"item18480","5","5","4","22413"
"item18481","6","6","0","22414"
"item18482","7","7","1","22415"
"item18483","8","8","2","22416"
"item18484","9","9","3","22417"
"item18485","1","10","4","22418"
"item18486","2","2","0","22419"
"item18487","3","3","1","22420"
"item18488","4","4","2","22421"
"item18489","5","5","3","22422"
"item18490","6","6","4","22423"
"item18491","7","7","0","22424"
"item18492","8","8","1","22425"
"item18493","9","9","2","22426"
"item18494","1","10","3","22427"
"item18495","2","2","4","22428"
"item18496","3","3","0","22429"
"item18497","4","4","1","22430"
"item18498","5","5","2","22431"
"item18499","6","6","3","22432"
"item18500","7","7","4","22433"
"item18501","8","8","0","22434"
"item18502","9","9","1","22435"
"item18503","1","10","2","22436"
"item18504","2","2","3","22437"
"item18505","3","3","4","22438"
"item18506","4","4","0","22439"
"item18507","5","5","1","22440"
"item18508","6","6","2","22441"
"item18509","7","7","3","22442"
"item18510","8","8","4","22443"
"item18511","9","9","0","22444"
"item18512","1","10","1","22445"
"item18513","2","2","2","22446"
"item18514","3","3","3","22447"
"item18515","4","4","4","22448"
"item18516","5","5","0","22449"
"item18517","6","6","1","22450"
"item18518","7","7","2","22451"
"item18519","8","8","3","22452"
"item18520","9","9","4","22453"
"item18521","1","10","0","22454"
"item18522","2","2","1","22455"
"item18523","3","3","2","22456"
"item18524","4","4","3","22457"
"item18525","5","5","4","22458"
"item18526","6","6","0","22459"
"item18527","7","7","1","22460"
"item18528","8","8","2","22461"
"item18529","9","9","3","22462"
"item18530","1","10","4","22463"
"item18531","2","2","0","22464"
"item18532","3","3","1","22465"
"item18533","4","4","2","22466"
"item18534","5","5","3","22467"
"item18535","6","6","4","22468"
"item18536","7","7","0","22469"
"item18537","8","8","1","22470"
"item18538","9","9","2","22471"
"item18539","1","10","3","22472"
"item18540","2","2","4","22473"
"item18541","3","3","0","22474"
"item18542","4","4","1","22475"
"item18543","5","5","2","22476"
"item18544","6","6","3","22477"
"item18545","7","7","4","22478"
"item18546","8","8","0","22479"
"item18547","9","9","1","22480"
"item18548","1","10","2","22481"
"item18549","2","2","3","22482"
"item18550","3","3","4","22483"
"item18551","4","4","0","22484"
"item18552","5","5","1","22485"
"item18553","6","6","2","22486"
"item18554","7","7","3","22487"
"item18555","8","8","4","22488"
"item18556","9","9","0","22489"
"item18557","1","10","1","22490"
"item18558","2","2","2","22491"
"item18559","3","3","3","22492"
"item18560","4","4","4","22493"
"item18561","5","5","0","22494"
"item18562","6","6","1","22495"
"item18563","7","7","2","22496"
"item18564","8","8","3","22497"
"item18565","9","9","4","22498"
"item18566","1","10","0","22499"
"item18567","2","2","1","22500"
"item18568","3","3","2","22501"
"item18569","4","4","3","22502"
"item18570","5","5","4","22503"
"item18571","6","6","0","22504"
"item18572","7","7","1","22505"
"item18573","8","8","2","22506"
"item18574","9","9","3","22507"
"item18575","1","10","4","22508"
"item18576","2","2","0","22509"
"item18577","3","3","1","22510"
"item18578","4","4","2","22511"
"item18579","5","5","3","22512"
"item18580","6","6","4","22513"
"item18581","7","7","0","22514"
"item18582","8","8","1","22515"
"item18583","9","9","2","22516"
"item18584","1","10","3","22517"
"item18585","2","2","4","22518"
"item18586","3","3","0","22519"
"item18587","4","4","1","22520"
"item18588","5","5","2","22521"
"item18589","6","6","3","22522"
"item18590","7","7","4","22523"
"item18591","8","8","0","22524"
"item18592","9","9","1","22525"
"item18593","1","10","2","22526"
"item18594","2","2","3","22527"
"item18595","3","3","4","22528"
"item18596","4","4","0","22529"
"item18597","5","5","1","22530"
"item18598","6","6","2","22531"
"item18599","7","7","3","22532"
"item18600","8","8","4","22533"
"item18601","9","9","0","22534"
"item18602","1","10","1","22535"
"item18603","2","2","2","22536"
"item18604","3","3","3","22537"
"item18605","4","4","4","22538"
"item18606","5","5","0","22539"
"item18607","6","6","1","22540"
"item18608","7","7","2","22541"
"item18609","8","8","3","22542"
"item18610","9","9","4","22543"
"item18611","1","10","0","22544"
"item18612","2","2","1","22545"
"item18613","3","3","2","22546"
"item18614","4","4","3","22547"
"item18615","5","5","4","22548"
"item18616","6","6","0","22549"
"item18617","7","7","1","22550"
"item18618","8","8","2","22551"
"item18619","9","9","3","22552"
"item18620","1","10","4","22553"
"item18621","2","2","0","22554"
"item18622","3","3","1","22555"
"item18623","4","4","2","22556"
"item18624","5","5","3","22557"
"item18625","6","6","4","22558"
"item18626","7","7","0","22559"
"item18627","8","8","1","22560"
"item18628","9","9","2","22561"
"item18629","1","10","3","22562"
"item18630","2","2","4","22563"
"item18631","3","3","0","22564"
"item18632","4","4","1","22565"
"item18633","5","5","2","22566"
"item18634","6","6","3","22567"
"item18635","7","7","4","22568"
"item18636","8","8","0","22569"
"item18637","9","9","1","22570"
"item18638","1","10","2","22571"
"item18639","2","2","3","22572"
"item18640","3","3","4","22573"
"item18641","4","4","0","22574"
"item18642","5","5","1","22575"
"item18643","6","6","2","22576"
"item18644","7","7","3","22577"
"item18645","8","8","4","22578"
"item18646","9","9","0","22579"
"item18647","1","10","1","22580"
"item18648","2","2","2","22581"
"item18649","3","3","3","22582"
"item18650","4","4","4","22583"
"item18651","5","5","0","22584"
"item18652","6","6","1","22585"
"item18653","7","7","2","22586"
"item18654","8","8","3","22587"
"item18655","9","9","4","22588"
"item18656","1","10","0","22589"
"item18657","2","2","1","22590"
"item18658","3","3","2","22591"
"item18659","4","4","3","22592"
"item18660","5","5","4","22593"
"item18661","6","6","0","22594"
"item18662","7","7","1","22595"
"item18663","8","8","2","22596"
"item18664","9","9","3","22597"
"item18665","1","10","4","22598"
"item18666","2","2","0","22599"
"item18667","3","3","1","22600"
"item18668","4","4","2","22601"
"item18669","5","5","3","22602"
"item18670","6","6","4","22603"
"item18671","7","7","0","22604"
"item18672","8","8","1","22605"
"item18673","9","9","2","22606"
"item18674","1","10","3","22607"
"item18675","2","2","4","22608"
"item18676","3","3","0","22609"
"item18677","4","4","1","22610"
"item18678","5","5","2","22611"
"item18679","6","6","3","22612"
"item18680","7","7","4","22613"
"item18681","8","8","0","22614"
"item18682","9","9","1","22615"
"item18683","1","10","2","22616"
"item18684","2","2","3","22617"
"item18685","3","3","4","22618"
"item18686","4","4","0","22619"
"item18687","5","5","1","22620"
"item18688","6","6","2","22621"
"item18689","7","7","3","22622"
"item18690","8","8","4","22623"
"item18691","9","9","0","22624"
"item18692","1","10","1","22625"
"item18693","2","2","2","22626"
"item18694","3","3","3","22627"
"item18695","4","4","4","22628"
"item18696","5","5","0","22629"
"item18697","6","6","1","22630"
"item18698","7","7","2","22631"
"item18699","8","8","3","22632"
"item18700","9","9","4","22633"
"item18701","1","10","0","22634"
"item18702","2","2","1","22635"
"item18703","3","3","2","22636"
"item18704","4","4","3","22637"
"item18705","5","5","4","22638"
"item18706","6","6","0","22639"
"item18707","7","7","1","22640"
"item18708","8","8","2","22641"
"item18709","9","9","3","22642"
"item18710","1","10","4","22643"
"item18711","2","2","0","22644"
"item18712","3","3","1","22645"
"item18713","4","4","2","22646"
"item18714","5","5","3","22647"
"item18715","6","6","4","22648"
"item18716","7","7","0","22649"
"item18717","8","8","1","22650"
"item18718","9","9","2","22651"
"item18719","1","10","3","22652"
"item18720","2","2","4","22653"
"item18721","3","3","0","22654"
"item18722","4","4","1","22655"
"item18723","5","5","2","22656"
"item18724","6","6","3","22657"
"item18725","7","7","4","22658"
"item18726","8","8","0","22659"
"item18727","9","9","1","22660"
"item18728","1","10","2","22661"
"item18729","2","2","3","22662"
"item18730","3","3","4","22663"
"item18731","4","4","0","22664"
"item18732","5","5","1","22665"
"item18733","6","6","2","22666"
"item18734","7","7","3","22667"
"item18735","8","8","4","22668"
"item18736","9","9","0","22669"
"item18737","1","10","1","22670"
"item18738","2","2","2","22671"
"item18739","3","3","3","22672"
"item18740","4","4","4","22673"
"item18741","5","5","0","22674"
"item18742","6","6","1","22675"
"item18743","7","7","2","22676"
"item18744","8","8","3","22677"
"item18745","9","9","4","22678"
"item18746","1","10","0","22679"
"item18747","2","2","1","22680"
"item18748","3","3","2","22681"
"item18749","4","4","3","22682"
"item18750","5","5","4","22683"
"item18751","6","6","0","22684"
"item18752","7","7","1","22685"
"item18753","8","8","2","22686"
"item18754","9","9","3","22687"
"item18755","1","10","4","22688"
"item18756","2","2","0","22689"
"item18757","3","3","1","22690"
"item18758","4","4","2","22691"
"item18759","5","5","3","22692"
"item18760","6","6","4","22693"
"item18761","7","7","0","22694"
"item18762","8","8","1","22695"
"item18763","9","9","2","22696"
"item18764","1","10","3","22697"
"item18765","2","2","4","22698"
"item18766","3","3","0","22699"
"item18767","4","4","1","22700"
"item18768","5","5","2","22701"
"item18769","6","6","3","22702"
"item18770","7","7","4","22703"
"item18771","8","8","0","22704"
"item18772","9","9","1","22705"
"item18773","1","10","2","22706"
"item18774","2","2","3","22707"
"item18775","3","3","4","22708"
"item18776","4","4","0","22709"
"item18777","5","5","1","22710"
"item18778","6","6","2","22711"
"item18779","7","7","3","22712"
"item18780","8","8","4","22713"
"item18781","9","9","0","22714"
"item18782","1","10","1","22715"
"item18783","2","2","2","22716"
"item18784","3","3","3","22717"
"item18785","4","4","4","22718"
"item18786","5","5","0","22719"
"item18787","6","6","1","22720"
"item18788","7","7","2","22721"
"item18789","8","8","3","22722"
"item18790","9","9","4","22723"
"item18791","1","10","0","22724"
"item18792","2","2","1","22725"
"item18793","3","3","2","22726"
"item18794","4","4","3","22727"
"item18795","5","5","4","22728"
"item18796","6","6","0","22729"
"item18797","7","7","1","22730"
"item18798","8","8","2","22731"
"item18799","9","9","3","22732"
"item18800","1","10","4","22733"
"item18801","2","2","0","22734"
"item18802","3","3","1","22735"
"item18803","4","4","2","22736"
"item18804","5","5","3","22737"
"item18805","6","6","4","22738"
"item18806","7","7","0","22739"
"item18807","8","8","1","22740"
"item18808","9","9","2","22741"
"item18809","1","10","3","22742"
"item18810","2","2","4","22743"
"item18811","3","3","0","22744"
"item18812","4","4","1","22745"
"item18813","5","5","2","22746"
"item18814","6","6","3","22747"
"item18815","7","7","4","22748"
"item18816","8","8","0","22749"
"item18817","9","9","1","22750"
"item18818","1","10","2","22751"
"item18819","2","2","3","22752"
"item18820","3","3","4","22753"
"item18821","4","4","0","22754"
"item18822","5","5","1","22755"
"item18823","6","6","2","22756"
"item18824","7","7","3","22757"
"item18825","8","8","4","22758"
"item18826","9","9","0","22759"
"item18827","1","10","1","22760"
"item18828","2","2","2","22761"
"item18829","3","3","3","22762"
"item18830","4","4","4","22763"
"item18831","5","5","0","22764"
"item18832","6","6","1","22765"
"item18833","7","7","2","22766"
"item18834","8","8","3","22767"
"item18835","9","9","4","22768"
"item18836","1","10","0","22769"
"item18837","2","2","1","22770"
"item18838","3","3","2","22771"
"item18839","4","4","3","22772"
"item18840","5","5","4","22773"
"item18841","6","6","0","22774"
"item18842","7","7","1","22775"
"item18843","8","8","2","22776"
"item18844","9","9","3","22777"
"item18845","1","10","4","22778"
"item18846","2","2","0","22779"
"item18847","3","3","1","22780"
"item18848","4","4","2","22781"
"item18849","5","5","3","22782"
"item18850","6","6","4","22783"
"item18851","7","7","0","22784"
"item18852","8","8","1","22785"
"item18853","9","9","2","22786"
"item18854","1","10","3","22787"
"item18855","2","2","4","22788"
"item18856","3","3","0","22789"
"item18857","4","4","1","22790"
"item18858","5","5","2","22791"
"item18859","6","6","3","22792"
"item18860","7","7","4","22793"
"item18861","8","8","0","22794"
"item18862","9","9","1","22795"
"item18863","1","10","2","22796"
"item18864","2","2","3","22797"
"item18865","3","3","4","22798"
"item18866","4","4","0","22799"
"item18867","5","5","1","22800"
"item18868","6","6","2","22801"
"item18869","7","7","3","22802"
"item18870","8","8","4","22803"
"item18871","9","9","0","22804"
"item18872","1","10","1","22805"
"item18873","2","2","2","22806"
"item18874","3","3","3","22807"
"item18875","4","4","4","22808"
"item18876","5","5","0","22809"
"item18877","6","6","1","22810"
"item18878","7","7","2","22811"
"item18879","8","8","3","22812"
"item18880","9","9","4","22813"
"item18881","1","10","0","22814"
"item18882","2","2","1","22815"
"item18883","3","3","2","22816"
"item18884","4","4","3","22817"
"item18885","5","5","4","22818"
"item18886","6","6","0","22819"
"item18887","7","7","1","22820"
"item18888","8","8","2","22821"
"item18889","9","9","3","22822"
"item18890","1","10","4","22823"
"item18891","2","2","0","22824"
"item18892","3","3","1","22825"
"item18893","4","4","2","22826"
"item18894","5","5","3","22827"
"item18895","6","6","4","22828"
"item18896","7","7","0","22829"
"item18897","8","8","1","22830"
"item18898","9","9","2","22831"
"item18899","1","10","3","22832"
"item18900","2","2","4","22833"
"item18901","3","3","0","22834"
"item18902","4","4","1","22835"
"item18903","5","5","2","22836"
"item18904","6","6","3","22837"
"item18905","7","7","4","22838"
"item18906","8","8","0","22839"
"item18907","9","9","1","22840"
"item18908","1","10","2","22841"
"item18909","2","2","3","22842"
"item18910","3","3","4","22843"
"item18911","4","4","0","22844"
"item18912","5","5","1","22845"
"item18913","6","6","2","22846"
"item18914","7","7","3","22847"
"item18915","8","8","4","22848"
"item18916","9","9","0","22849"
"item18917","1","10","1","22850"
"item18918","2","2","2","22851"
"item18919","3","3","3","22852"
"item18920","4","4","4","22853"
"item18921","5","5","0","22854"
"item18922","6","6","1","22855"
"item18923","7","7","2","22856"
"item18924","8","8","3","22857"
"item18925","9","9","4","22858"
"item18926","1","10","0","22859"
"item18927","2","2","1","22860"
"item18928","3","3","2","22861"
"item18929","4","4","3","22862"
"item18930","5","5","4","22863"
"item18931","6","6","0","22864"
"item18932","7","7","1","22865"
"item18933","8","8","2","22866"
"item18934","9","9","3","22867"
"item18935","1","10","4","22868"
"item18936","2","2","0","22869"
"item18937","3","3","1","22870"
"item18938","4","4","2","22871"
"item18939","5","5","3","22872"
"item18940","6","6","4","22873"
"item18941","7","7","0","22874"
"item18942","8","8","1","22875"
"item18943","9","9","2","22876"
"item18944","1","10","3","22877"
"item18945","2","2","4","22878"
"item18946","3","3","0","22879"
"item18947","4","4","1","22880"
"item18948","5","5","2","22881"
"item18949","6","6","3","22882"
"item18950","7","7","4","22883"
"item18951","8","8","0","22884"
"item18952","9","9","1","22885"
"item18953","1","10","2","22886"
"item18954","2","2","3","22887"
"item18955","3","3","4","22888"
"item18956","4","4","0","22889"
"item18957","5","5","1","22890"
"item18958","6","6","2","22891"
"item18959","7","7","3","22892"
"item18960","8","8","4","22893"
"item18961","9","9","0","22894"
"item18962","1","10","1","22895"
"item18963","2","2","2","22896"
"item18964","3","3","3","22897"
"item18965","4","4","4","22898"
"item18966","5","5","0","22899"
"item18967","6","6","1","22900"
"item18968","7","7","2","22901"
"item18969","8","8","3","22902"
"item18970","9","9","4","22903"
"item18971","1","10","0","22904"
"item18972","2","2","1","22905"
"item18973","3","3","2","22906"
"item18974","4","4","3","22907"
"item18975","5","5","4","22908"
"item18976","6","6","0","22909"
"item18977","7","7","1","22910"
"item18978","8","8","2","22911"
"item18979","9","9","3","22912"
"item18980","1","10","4","22913"
"item18981","2","2","0","22914"
"item18982","3","3","1","22915"
"item18983","4","4","2","22916"
"item18984","5","5","3","22917"
"item18985","6","6","4","22918"
"item18986","7","7","0","22919"
"item18987","8","8","1","22920"
"item18988","9","9","2","22921"
"item18989","1","10","3","22922"
"item18990","2","2","4","22923"
"item18991","3","3","0","22924"
"item18992","4","4","1","22925"
"item18993","5","5","2","22926"
"item18994","6","6","3","22927"
"item18995","7","7","4","22928"
"item18996","8","8","0","22929"
"item18997","9","9","1","22930"
"item18998","1","10","2","22931"
"item18999","2","2","3","22932"
"item19000","3","3","4","22933"
"item19001","4","4","0","22934"
"item19002","5","5","1","22935"
"item19003","6","6","2","22936"
"item19004","7","7","3","22937"
"item19005","8","8","4","22938"
"item19006","9","9","0","22939"
"item19007","1","10","1","22940"
"item19008","2","2","2","22941"
